"lr.cell.name","lr.gene.name","obs.xy.diff","null.diff.sd","pvalue","stage","adj.p","Welch.t.stat","Welch.t.sd","Welch.t.p","adj.t.p","limma.Lg.p","limma.Rg.p","limma.Lg.logFC","limma.Rg.logFC","adj.limma.Lg.p","adj.limma.Rg.p"
"Alevolar-T cells","LAMC2-ITGA6",22.6903,2.7104,0.000000000001,2,0.000000000058,15.5467,1.4595,0.0001,0.014443145161,0.000006398682,0.011240068363,5.3974,1.8548,0.002258020024,0.190489032872
"Alevolar-T cells","LAMC2-ITGB1",37.3292,3.0131,0,2,0,18.7298,1.993,0.000048,0.011021230769,0.000006398682,0.626653297138,5.3974,-0.2322,0.002258020024,0.904944559816
"Alevolar-T cells","LRPAP1-LRP1",-26.0501,4.9622,0.000031910672,2,0.000686491508,-5.8019,4.4899,0.018704,0.186354264298,0.001447590183,0.00884679834,-1.699,-2.8279,0.061204855471,0.166261520958
"Alevolar-T cells","LRPAP1-SORT1",-28.0032,5.5172,0.000047234999,2,0.00098081764,-2.4717,11.3294,0.235676,0.448405324764,0.001447590183,0.005440326435,-1.699,-3.4202,0.061204855471,0.130258321367
"Alevolar-T cells","PSAP-LRP1",-34.5944,7.4657,0.000290941888,2,0.004911049711,-5.7431,6.0236,0.022177,0.190914324454,0.067590033167,0.00884679834,-2.1368,-2.8279,0.455087550741,0.166261520958
"Alevolar-T cells","PSAP-SORT1",-37.4922,7.8783,0.000446836576,2,0.007081964299,-2.4659,15.2042,0.236665,0.449378927273,0.067590033167,0.005440326435,-2.1368,-3.4202,0.455087550741,0.130258321367
"Alevolar-T cells","RTN4-RTN4R",-13.0208,2.8379,0.000224454098,2,0.003925645184,-5.6421,2.3078,0.012654,0.166821356643,0.032446983623,0.00657521903,-0.8389,-1.4324,0.333295644278,0.14464160133
"Alevolar-T cells","SERPINA1-LRP1",-32.2609,6.9186,0.000207081207,2,0.003648520292,-5.8753,5.4909,0.002909,0.080606590417,0.06442959168,0.00884679834,-2.2486,-2.8279,0.447105906823,0.166261520958
"Alevolar-T cells","SERPING1-LRP1",-31.7407,5.5286,0.0000058406,2,0.000147952229,-3.842,8.2615,0.131556,0.360061529753,0.006565511799,0.00884679834,-2.7489,-2.8279,0.144566518919,0.166261520958
"Alevolar-T cells","SLPI-CD4",76.3845,9.2067,0,2,0,13.9106,5.4911,0.000155,0.017458946541,0.000126341747,0.062887828309,12.0001,1.1286,0.014188189229,0.442701478223
"Alevolar-T cells","TGFB1-ITGB8",-23.9943,4.4696,0.000177833998,2,0.003188106093,-6.0882,3.9411,0.103052,0.325650248721,0.078896392401,0.000440195366,-4.4765,-3.2189,0.484051961802,0.029832648875
"Alevolar-T cells","TGS1-RXRA",10.0705,2.3131,0.000470908994,2,0.007411506971,6.5859,1.5291,0.002752,0.078471513514,0.000003620937,0.030455021106,5.0251,-1.4753,0.001564915236,0.323557199697
"Alevolar-T cells","TNFSF10-TNFRSF10A",31.9926,4.9298,0.000000161905,2,0.000005364732,10.0301,3.1897,0.000556,0.034101650685,0.000232324476,0.448041265184,7.1475,-0.4048,0.020623054953,0.894051816095
"Alevolar-T cells","TNFSF10-TNFRSF10B",18.709,3.0122,0.000000105735,2,0.000003566217,8.0059,2.3369,0.00132,0.052534533333,0.000232324476,0.184655081264,7.1475,-0.4436,0.020623054953,0.652156181145
"Alevolar-T cells","TYROBP-TREM1",-47.3613,7.0749,0.000000008093,2,0.000000315777,-3.086,15.3469,0.185241,0.41285041233,0.033713409097,0.001640333631,-4.5578,-3.5962,0.340232681683,0.06603049581
"Alevolar-T cells","ICAM1-SPN",45.4392,5.0023,0,2,0,13.617,3.3369,0.000168,0.018014233918,0.000108995179,0.267444751077,7.274,-0.3657,0.012929420254,0.748907334465
"Alevolar-T cells","CD99-PILRA",-23.6061,4.3748,0.00000718725,2,0.000178406173,-2.3635,9.9877,0.244012,0.457150783409,0.684333342183,0.001440626273,0.1991,-3.3635,0.913135963098,0.060968462845
"Alevolar-Macrophages","ADAM15-ITGA9",6.6152,1.2767,0.000026630876,2,0.000582706993,16.2007,0.4083,0.000016,0.007744648649,0.850734056924,0.000091004358,0.1478,1.4808,0.937036072773,0.011608095679
"Alevolar-Macrophages","AGRP-SDC3",-12.7052,2.7024,0.000297166351,2,0.005004402041,-1.5371,8.266,0.367193,0.576649666908,0.000011412988,0.000299454103,-6.2893,3.8083,0.003137463173,0.024357023778
"Alevolar-Macrophages","ANXA1-DYSF",48.0348,5.2269,0.000000000008,2,0.000000000424,6.9334,6.9281,0.066313,0.300856915389,0.397219793399,0.000047121193,-0.3069,4.8865,0.857337658944,0.007800333714
"Alevolar-Macrophages","ANXA1-FPR3",25.2218,5.4881,0.000234743156,2,0.004077723135,4.1034,6.1465,0.064396,0.295267207859,0.397219793399,0.002355740312,-0.3069,2.6608,0.857337658944,0.081067150307
"Alevolar-Macrophages","APP-CD74",86.4142,7.2278,0,2,0,19.3755,4.46,0.000042,0.010823007194,0.000019553489,0.025443865233,6.8481,-1.349,0.004458021805,0.294813964382
"Alevolar-Macrophages","APP-FPR2",37.9787,4.6409,0.000000000001,2,0.000000000058,10.0812,3.7673,0.000545,0.033657508621,0.000019553489,0.539142640708,6.8481,0.4068,0.004458021805,0.901706714664
"Alevolar-Macrophages","APP-LRP1",49.8552,4.3294,0,2,0,14.9067,3.3445,0.000118,0.015567975265,0.000019553489,0.428625515711,6.8481,-0.3655,0.004458021805,0.879513109602
"Alevolar-Macrophages","APP-NCSTN",38.4299,3.0016,0,2,0,23.6385,1.6257,0.000019,0.00829952439,0.000019553489,0.373994999248,6.8481,-0.1109,0.004458021805,0.846875451438
"Alevolar-Macrophages","APP-TNFRSF21",22.685,2.2596,0,2,0,17.3581,1.3069,0.000065,0.012318703704,0.000019553489,0.00057172656,6.8481,2.0009,0.004458021805,0.035079469201
"Alevolar-Macrophages","ARF1-CHRM3",-25.6486,3.4926,0.000000000509,2,0.000000023049,-6.1691,4.1576,0.090235,0.310776828398,0.802618032777,0.000186370923,0.1022,-3.349,0.925459619949,0.018081923893
"Alevolar-Macrophages","B2M-LILRB2",43.2406,7.2399,0.000000201497,2,0.000006603313,3.8583,11.2071,0.152652,0.385275674251,0.47879922273,0.000487153195,-0.3586,3.6187,0.901706714664,0.031682549845
"Alevolar-Macrophages","C3-C3AR1",46.9765,4.725,0,2,0,21.4299,2.1921,0.000028,0.009737203883,0.000046107016,0.037256924715,6.8159,1.2355,0.007728481179,0.357002703198
"Alevolar-Macrophages","C3-C5AR2",15.4566,2.3119,0.000000000961,2,0.000000041978,10.2848,1.5029,0.000504,0.032294769231,0.000046107016,0.268565199755,6.8159,0.3819,0.007728481179,0.750383174481
"Alevolar-Macrophages","C3-CD46",38.4522,3.9735,0,2,0,12.913,2.9778,0.000207,0.020093585366,0.000046107016,0.00979729761,6.8159,-1.2303,0.007728481179,0.176625185945
"Alevolar-Macrophages","C3-CD81",53.2768,5.2095,0,2,0,15.2149,3.5016,0.000109,0.015074405405,0.000046107016,0.202455637301,6.8159,-0.5875,0.007728481179,0.665030215739
"Alevolar-Macrophages","C3-CR1",26.8845,5.4679,0.000068297131,2,0.001363620365,6.4466,4.1703,0.00298,0.08166841622,0.000046107016,0.512159867417,6.8159,0.6128,0.007728481179,0.901706714664
"Alevolar-Macrophages","C3-IFITM1",66.7744,7.3278,0,2,0,31.4724,2.1217,0.000006,0.006932709677,0.000046107016,0.000126242193,6.8159,7.9605,0.007728481179,0.014188189229
"Alevolar-Macrophages","C3-ITGAM",41.1587,6.4481,0.000000022902,2,0.000000850961,9.8499,4.1786,0.000596,0.034825650897,0.000046107016,0.028359083071,6.8159,2.734,0.007728481179,0.312297833215
"Alevolar-Macrophages","C3-ITGAX",38.9532,5.0285,0.000000000005,2,0.000000000271,8.6793,4.4881,0.00097,0.045426700521,0.000046107016,0.86982978136,6.8159,0.1156,0.007728481179,0.943117502725
"Alevolar-Macrophages","C3-ITGB2",58.0007,5.1237,0,2,0,15.7771,3.6763,0.000094,0.013970896266,0.000046107016,0.520326740497,6.8159,0.1531,0.007728481179,0.901706714664
"Alevolar-Macrophages","C3-LRP1",49.9151,4.9688,0,2,0,11.8326,4.2184,0.000292,0.023398541387,0.000046107016,0.428625515711,6.8159,-0.3655,0.007728481179,0.879513109602
"Alevolar-Macrophages","CALM1-FAS",21.7941,3.8247,0.000002289737,2,0.000062464653,3.8508,5.6596,0.10412,0.326748738304,0.328606930412,0.000613661577,-0.3785,2.5632,0.827527466525,0.036568703044
"Alevolar-Macrophages","CALM1-PDE1B",-14.013,3.0982,0.00032499689,2,0.005406903671,-2.8297,4.952,0.193997,0.415813915159,0.328606930412,0.005734132628,-0.3785,-1.4049,0.827527466525,0.134385161584
"Alevolar-Macrophages","CALM1-SELL",38.1892,7.1835,0.000003774618,2,0.000098971801,6.4553,5.916,0.001368,0.053945226623,0.328606930412,0.001272283882,-0.3785,4.3866,0.827527466525,0.056693929221
"Alevolar-Macrophages","CALM2-ABCA1",34.3037,7.5206,0.000420842899,2,0.00674761495,3.2276,10.6284,0.180841,0.412503585835,0.042936906129,0.00638189879,1.3608,3.1793,0.384502460614,0.142305554211
"Alevolar-Macrophages","CALM2-SELL",42.0575,7.2525,0.000002110692,2,0.00005771212,7.745,5.4303,0.000725,0.038701602086,0.042936906129,0.001272283882,1.3608,4.3866,0.384502460614,0.056693929221
"Alevolar-Macrophages","CCL2-CCR1",50.9375,9.5577,0.000018900786,2,0.000429028678,8.2467,6.1767,0.001179,0.04955031653,0.002915245375,0.000074521777,6.5983,3.4919,0.092531647163,0.010241478298
"Alevolar-Macrophages","CCL2-CCR2",22.7066,4.7606,0.000054785177,2,0.001122626004,11.6388,1.9509,0.000311,0.024454109409,0.002915245375,0.00027776453,6.5983,3.1207,0.092531647163,0.023173304744
"Alevolar-Macrophages","CCL2-CCR5",28.0536,5.3189,0.000019445072,2,0.000439578248,9.6065,2.9203,0.000656,0.036887384615,0.002915245375,0.00015498814,6.5983,3.4105,0.092531647163,0.016101526324
"Alevolar-Macrophages","CD55-ADGRE5",19.9729,4.4294,0.000092610955,2,0.001794068035,2.8413,7.0296,0.202363,0.420931492276,0.00221814282,0.806077115477,2.9486,-0.082,0.078326986041,0.926056308749
"Alevolar-Macrophages","CD55-ADGRE2",26.1629,5.2076,0.000097486824,2,0.001873326475,5.6065,4.6665,0.074328,0.302226600465,0.00221814282,0.012376315849,2.9486,2.2043,0.078326986041,0.200304063296
"Alevolar-Macrophages","CDH1-IGF1R",10.594,1.9018,0.000009626054,2,0.000232185608,5.3831,1.968,0.005757,0.113712990634,0.000532613674,0.047957675827,5.7427,0.7175,0.033512414616,0.406296568642
"Alevolar-Macrophages","CDH1-ITGAE",22.1228,3.5154,0.000000120866,2,0.000004053651,13.9361,1.5874,0.000154,0.017456094937,0.000532613674,0.187673192541,5.7427,-0.4243,0.033512414616,0.653441472626
"Alevolar-Macrophages","CDH1-ITGB7",24.6564,4.2611,0.000001328757,2,0.000037683885,10.4574,2.3578,0.000473,0.031491425651,0.000532613674,0.057015378001,5.7427,1.4028,0.033512414616,0.428149155436
"Alevolar-Macrophages","CDH1-LRP5",9.5745,1.7151,0.000011509884,2,0.000273209102,6.1682,1.5522,0.003508,0.087871611034,0.000532613674,0.001433955036,5.7427,1.5145,0.033512414616,0.060786339002
"Alevolar-Macrophages","CDH1-PTPRM",11.526,2.6418,0.000414777009,2,0.006659299725,6.6402,1.7358,0.002669,0.077661178716,0.000532613674,0.01613985074,5.7427,-1.2132,0.033512414616,0.231603700512
"Alevolar-Macrophages","CXCL16-CXCR6",17.5819,4.3281,0.000668856869,2,0.009961656628,6.7192,2.6166,0.001138,0.048875326139,0.06189373971,0.003498194394,-1.0015,2.6239,0.439998811226,0.102074274648
"Alevolar-Macrophages","EDN1-EDNRB",23.9457,4.8776,0.00001431719,2,0.00033343786,6.8037,3.5195,0.002438,0.074894272727,0.000723104399,0.002093679502,6.3646,3.6986,0.040390320955,0.076115561211
"Alevolar-Macrophages","GNAI2-ADORA1",-15.1458,2.8306,0.000001676198,2,0.000046542431,-4.464,3.3929,0.05927,0.282237720021,0.009333857753,0.003319135096,-1.3446,-1.9851,0.17158546909,0.099752016345
"Alevolar-Macrophages","GNAI2-CCR5",19.485,3.0299,0.000000575041,2,0.000017381767,3.6408,5.3519,0.140682,0.371696434167,0.009333857753,0.00015498814,-1.3446,3.4105,0.17158546909,0.016101526324
"Alevolar-Macrophages","GNAI2-CXCR2",-14.6159,3.0648,0.000120975423,2,0.002286658932,-3.3192,4.4034,0.139357,0.37003941574,0.009333857753,0.006558816477,-1.3446,-1.8532,0.17158546909,0.144554107868
"Alevolar-Macrophages","GNAI2-EDNRB",22.0057,4.7297,0.000295247059,2,0.004976684427,8.1644,2.6953,0.000778,0.040445837446,0.009333857753,0.002093679502,-1.3446,3.6986,0.17158546909,0.076115561211
"Alevolar-Macrophages","GNAI2-S1PR1",12.3033,1.9989,0.000000446377,2,0.000013819168,9.4327,1.3043,0.000668,0.037211651633,0.009333857753,0.000377316015,-1.3446,2.0364,0.17158546909,0.027038697771
"Alevolar-Macrophages","GNAI2-S1PR4",-13.7825,2.2346,0.000000477059,2,0.000014642482,-6.5311,2.1103,0.021398,0.190007914005,0.009333857753,0.004057212827,-1.3446,-1.0458,0.17158546909,0.110839141945
"Alevolar-Macrophages","GNAI2-UNC5B",-26.9285,6.2046,0.000388317915,2,0.006288046744,-5.0692,5.3122,0.007193,0.128054705268,0.009333857753,0.010947496222,-1.3446,-3.4014,0.17158546909,0.187887373648
"Alevolar-Macrophages","GNAS-ADORA1",-14.1699,3.2073,0.000480807446,2,0.007527116219,-3.2008,4.427,0.104302,0.32696904629,0.210765541456,0.003319135096,0.5631,-1.9851,0.674234370984,0.099752016345
"Alevolar-Macrophages","GNAS-PTGIR",16.1706,2.5792,0.000000031692,2,0.000001152463,9.5907,1.6861,0.000226,0.020971746114,0.210765541456,0.000589910649,0.5631,2.0574,0.674234370984,0.035700302217
"Alevolar-Macrophages","HLA-A-LILRB1",22.9667,5.0913,0.000414128018,2,0.006651861649,5.9696,3.8473,0.003773,0.090701400671,0.108869751649,0.003532500109,0.8721,1.7578,0.528345167683,0.10251411318
"Alevolar-Macrophages","HLA-A-LILRB2",41.8564,6.3746,0.000000009679,2,0.000000375208,5.7519,7.277,0.07844,0.302226600465,0.108869751649,0.000487153195,0.8721,3.6187,0.528345167683,0.031682549845
"Alevolar-Macrophages","HLA-B-LILRB2",35.5356,6.81,0.000002869508,2,0.000076760946,3.3592,10.5784,0.150649,0.383490621207,0.278265415221,0.000487153195,-0.6319,3.6187,0.76338178701,0.031682549845
"Alevolar-Macrophages","HLA-C-LILRB2",31.6702,6.9244,0.000253716348,2,0.004367066732,3.7084,8.5402,0.136634,0.36646355608,0.101398707345,0.000487153195,-1.1389,3.6187,0.523841099795,0.031682549845
"Alevolar-Macrophages","HSP90B1-TLR1",17.3257,3.3661,0.000017500472,2,0.000399776407,2.9372,5.8987,0.152087,0.385031490116,0.039043338106,0.002805229703,1.2868,1.4485,0.365487444276,0.090471477239
"Alevolar-Macrophages","HSP90B1-TLR2",31.9195,5.3479,0.000001620653,2,0.000045105027,5.9171,5.3944,0.04705,0.252076279396,0.039043338106,0.000788538528,1.2868,3.19,0.365487444276,0.042761308368
"Alevolar-Macrophages","HSP90B1-TLR4",15.181,3.417,0.000244203064,2,0.004223616393,8.9232,1.7013,0.000306,0.02435692,0.039043338106,0.00641666417,1.2868,0.9709,0.365487444276,0.142670465306
"Alevolar-Macrophages","ICAM1-IL2RA",25.6732,2.8103,0,2,0,23.8036,1.0785,0.000018,0.008161291139,0.000108995179,0.000027609549,7.274,3.4579,0.012929420254,0.005520146637
"Alevolar-Macrophages","ICAM1-IL2RG",28.6411,3.51,0.000000000006,2,0.000000000322,10.9192,2.623,0.000399,0.028456992095,0.000108995179,0.287696072747,7.274,-0.3342,0.012929420254,0.775757414486
"Alevolar-Macrophages","ICAM1-ITGAL",36.2687,4.2137,0,2,0,17.1224,2.1182,0.000068,0.012427,0.000108995179,0.203535833132,7.274,-0.4944,0.012929420254,0.665872221935
"Alevolar-Macrophages","ICAM1-ITGAM",43.5376,7.463,0.000000203168,2,0.000006651988,10.7052,4.067,0.000431,0.029745643545,0.000108995179,0.028359083071,7.274,2.734,0.012929420254,0.312297833215
"Alevolar-Macrophages","ICAM1-ITGAX",41.1654,5.8403,0.000000010552,2,0.000000407726,9.4936,4.3361,0.000687,0.037509089802,0.000108995179,0.86982978136,7.274,0.1156,0.012929420254,0.943117502725
"Alevolar-Macrophages","ICAM1-ITGB2",61.595,6.4253,0,2,0,19.5235,3.1549,0.000041,0.010823007194,0.000108995179,0.520326740497,7.274,0.1531,0.012929420254,0.901706714664
"Alevolar-Macrophages","LAMB2-ITGB1",30.9185,1.6989,0,2,0,27.207,1.1364,0.000011,0.007285220339,0.000000177724,0.152953783492,4.7319,-0.5352,0.00018704983,0.59981042085
"Alevolar-Macrophages","LAMB2-RPSA",40.1973,1.4758,0,2,0,31.275,1.2853,0.000006,0.006932709677,0.000000177724,0.059911281288,4.7319,-0.4529,0.00018704983,0.435012566738
"Alevolar-Macrophages","LAMB3-CD151",37.8945,4.1396,0,2,0,17.5143,2.1636,0.000062,0.012135398907,0.000072157949,0.044916596058,5.8326,-0.8563,0.010056593059,0.393734163318
"Alevolar-Macrophages","LAMB3-ITGB1",38.0149,4.0326,0,2,0,17.0868,2.2248,0.000069,0.012545741117,0.000072157949,0.152953783492,5.8326,-0.5352,0.010056593059,0.59981042085
"Alevolar-Macrophages","LAMC2-CD151",35.2026,2.6045,0,2,0,18.2179,1.9323,0.000053,0.011575652439,0.000006398682,0.044916596058,5.3974,-0.8563,0.002258020024,0.393734163318
"Alevolar-Macrophages","LAMC2-ITGB1",35.2868,2.5928,0,2,0,19.3163,1.8268,0.000042,0.010823007194,0.000006398682,0.152953783492,5.3974,-0.5352,0.002258020024,0.59981042085
"Alevolar-Macrophages","LRPAP1-SORT1",-22.3035,3.004,0.000000000054,2,0.000000002646,-9.6893,2.3019,0.000282,0.023038129545,0.001447590183,0.003284287816,-1.699,-1.6968,0.061204855471,0.099240804563
"Alevolar-Macrophages","NECTIN2-CD226",9.4378,1.9023,0.00000328095,2,0.000087116641,8.752,1.0784,0.00431,0.097059384326,0.033126410263,0.000006658768,3.4682,1.5076,0.336859562808,0.002335280903
"Alevolar-Macrophages","PSAP-SORT1",-28.8657,6.3458,0.00048020818,2,0.007525063104,-6.0572,4.7655,0.002698,0.077996232129,0.067590033167,0.003284287816,-2.1368,-1.6968,0.455087550741,0.099240804563
"Alevolar-Macrophages","RPS27A-SMAD3",16.9952,2.7312,0.000000423988,2,0.000013194462,6.7582,2.5147,0.005878,0.115303440307,0.045145081781,0.000735598067,0.3407,1.5869,0.394577852129,0.040821717358
"Alevolar-Macrophages","RPS27A-TLR4",11.9144,2.5605,0.000217767697,2,0.003816155156,1.9904,5.9858,0.294815,0.506352360825,0.045145081781,0.00641666417,0.3407,0.9709,0.394577852129,0.142670465306
"Alevolar-Macrophages","SLPI-CD4",67.52,7.8361,0,2,0,15.4324,4.3752,0.000103,0.014640305556,0.000126341747,0.095820509185,12.0001,-0.5758,0.014188189229,0.523841099795
"Alevolar-Macrophages","SPINT1-ST14",31.6687,6.5426,0.000051567179,2,0.001060933248,4.3818,7.2273,0.109162,0.331446442146,0.012079546408,0.000074857803,4.2453,3.2284,0.197644167933,0.010265675966
"Alevolar-Macrophages","TGS1-RXRA",26.9232,1.6605,0,2,0,21.7475,1.238,0.000026,0.009407010101,0.000003620937,0.851375760054,5.0251,0.0391,0.001564915236,0.937274873149
"Alevolar-Macrophages","TNFSF10-TNFRSF10A",26.9974,3.5073,0.000000000017,2,0.000000000877,17.3972,1.5518,0.000064,0.012318703704,0.000232324476,0.008386817024,7.1475,1.2067,0.020623054953,0.16161589046
"Alevolar-Macrophages","TNFSF10-TNFRSF10B",29.0605,3.3859,0,2,0,13.1435,2.211,0.000194,0.019090346154,0.000232324476,0.002667993078,7.1475,0.4719,0.020623054953,0.087875100978
"Alevolar-Macrophages","TNFSF10-TNFRSF10C",13.6483,1.6034,0,2,0,18.0813,0.7548,0.000055,0.01173019883,0.000232324476,0.000042080878,7.1475,1.2695,0.020623054953,0.007358936474
"Alevolar-Macrophages","TNFSF10-TNFRSF10D",19.4282,2.2182,0,2,0,16.3785,1.1862,0.000081,0.013187904545,0.000232324476,0.000107538079,7.1475,0.9849,0.020623054953,0.01288840359
"Alevolar-Macrophages","UBA52-ACVR1",5.204,1.1359,0.000342020688,2,0.005637753807,8.1152,0.6413,0.002876,0.080161027994,0.024769657113,0.00066359492,-0.5281,0.7037,0.290994729761,0.038094087822
"Alevolar-Macrophages","UBA52-SMAD3",14.3551,2.4065,0.000001064009,2,0.000030710506,6.4269,2.2336,0.01086,0.154665189189,0.024769657113,0.000735598067,-0.5281,1.5869,0.290994729761,0.040821717358
"Alevolar-Macrophages","UBB-SMAD3",14.489,2.7437,0.000004855895,2,0.000124683371,5.7889,2.5029,0.019267,0.18742274804,0.137727915202,0.000735598067,-1.203,1.5869,0.572821732181,0.040821717358
"Alevolar-Macrophages","UBC-SMAD3",16.6723,2.7821,0.000000214323,2,0.000006972603,6.2928,2.6494,0.003402,0.086843216524,0.14500226207,0.000735598067,1.0598,1.5869,0.586086385899,0.040821717358
"Alevolar-Macrophages","VASP-CXCR2",-17.2062,3.0103,0.000005758991,2,0.000146091571,-3.0524,5.637,0.177603,0.412503585835,0.001480544187,0.006558816477,-2.603,-1.8532,0.062054338609,0.144554107868
"Alevolar-Macrophages","ICAM1-SPN",32.7525,4.4174,0.000000000066,2,0.000000003225,9.6999,3.3766,0.000632,0.0362201728,0.000108995179,0.000084702085,7.274,-2.7907,0.012929420254,0.011082849046
"Alevolar-Prolif.T","APP-CD74",75.9758,8.1866,0,2,0,18.8956,4.0208,0.000046,0.011021230769,0.000019553489,0.037069435993,6.8481,-2.497,0.004458021805,0.356205699551
"Alevolar-Prolif.T","APP-NCSTN",27.8248,2.819,0,2,0,24.7875,1.1225,0.000016,0.007744648649,0.000019553489,0.002440880375,6.8481,-1.4328,0.004458021805,0.082885969337
"Alevolar-Prolif.T","B2M-CD247",69.6022,7.7883,0,2,0,6.4463,10.7973,0.060496,0.285528195601,0.47879922273,0.000101529888,-0.3586,5.7585,0.901706714664,0.012364587224
"Alevolar-Prolif.T","B2M-CD3D",73.7876,7.3978,0,2,0,9.1527,8.0619,0.003831,0.091442117764,0.47879922273,0.000047412549,-0.3586,6.1179,0.901706714664,0.007832467717
"Alevolar-Prolif.T","B2M-CD3G",57.5075,8.3379,0.000000011671,2,0.000000448064,9.7707,5.8857,0.000248,0.021753490244,0.47879922273,0.000373016618,-0.3586,4.7635,0.901706714664,0.026853639987
"Alevolar-Prolif.T","C3-C3AR1",28.3757,5.1478,0.000009188451,2,0.000222830824,8.4746,3.3483,0.001063,0.047006909877,0.000046107016,0.392010281594,6.8159,-0.6984,0.007728481179,0.854078644653
"Alevolar-Prolif.T","C3-CD46",36.4913,3.9768,0,2,0,12.7191,2.869,0.00022,0.020737315789,0.000046107016,0.036702600995,6.8159,-1.1713,0.007728481179,0.354220558866
"Alevolar-Prolif.T","C3-CD81",40.0473,6.8575,0.000002436732,2,0.00006617233,8.8728,4.5135,0.000891,0.043480557221,0.000046107016,0.064881753192,6.8159,-2.1194,0.007728481179,0.448319409511
"Alevolar-Prolif.T","C3-IFITM1",68.1875,8.2067,0,2,0,25.5009,2.6739,0.000014,0.007714861538,0.000046107016,0.000747444414,6.8159,7.8858,0.007728481179,0.041211863181
"Alevolar-Prolif.T","C3-ITGB2",52.4472,4.6975,0,2,0,14.6483,3.5804,0.000126,0.015835768421,0.000046107016,0.052896394464,6.8159,-0.5569,0.007728481179,0.418240660866
"Alevolar-Prolif.T","CALM1-FAS",21.9569,3.1244,0.000000000049,2,0.000000002418,5.08,4.3222,0.050251,0.260324785425,0.328606930412,0.000166500099,-0.3785,2.6105,0.827527466525,0.016908058723
"Alevolar-Prolif.T","CALM1-PDE1B",-28.9484,6.5556,0.000102916112,2,0.001972692942,-4.9942,5.7965,0.027657,0.199755919153,0.328606930412,0.006491757051,-0.3785,-3.0897,0.827527466525,0.143569166653
"Alevolar-Prolif.T","CALM1-SELL",45.2251,8.0663,0.000005678341,2,0.000144249997,4.5035,10.0423,0.050408,0.260806608696,0.328606930412,0.001202838052,-0.3785,5.2484,0.827527466525,0.054955458148
"Alevolar-Prolif.T","CALM2-SELL",50.6886,8.412,0.000000134502,2,0.000004491729,5.0277,10.0818,0.050906,0.2618325695,0.042936906129,0.001202838052,1.3608,5.2484,0.384502460614,0.054955458148
"Alevolar-Prolif.T","CCL2-CCR1",40.4073,7.6129,0.000044800339,2,0.000936779535,8.7372,4.6248,0.000945,0.044820880263,0.002915245375,0.004540790937,6.5983,1.739,0.092531647163,0.117842980973
"Alevolar-Prolif.T","CCL2-CCR2",30.8088,5.6824,0.000004564378,2,0.000117789233,10.1599,3.0324,0.000529,0.033242545614,0.002915245375,0.000216723642,6.5983,4.0741,0.092531647163,0.019870307151
"Alevolar-Prolif.T","CCL2-CCR5",34.0885,7.8232,0.00027685599,2,0.004708937181,12.5404,2.7183,0.000233,0.02138175,0.002915245375,0.005187848626,6.5983,4.1162,0.092531647163,0.126948759473
"Alevolar-Prolif.T","CDH1-ITGAE",33.274,4.6686,0.000000004302,2,0.000000173529,9.6891,3.4342,0.000635,0.036276020734,0.000532613674,0.006362251105,5.7427,1.1531,0.033512414616,0.142100621176
"Alevolar-Prolif.T","CDH1-ITGB7",33.6059,4.8786,0.000000017334,2,0.000000650862,7.9728,4.215,0.001341,0.053251972284,0.000532613674,0.003418355794,5.7427,2.3188,0.033512414616,0.101159065865
"Alevolar-Prolif.T","CXCL16-CXCR6",45.7186,5.4759,0,2,0,17.9807,2.5426,0.000056,0.01173019883,0.06189373971,0.000094189886,-1.0015,6.6663,0.439998811226,0.011829862648
"Alevolar-Prolif.T","FABP5-RXRA",-28.4743,5.5963,0.000617592261,2,0.009286959361,-5.6945,5.0003,0.013264,0.170961934509,0.065249176134,0.005349040816,-1.9121,-2.8767,0.44913379543,0.129241703076
"Alevolar-Prolif.T","GNAI2-CXCR3",34.7053,4.8613,0.000000000005,2,0.000000000271,5.5788,6.221,0.067439,0.302226600465,0.009333857753,0.000182685804,-1.3446,5.9562,0.17158546909,0.017886626289
"Alevolar-Prolif.T","GNAI2-F2R",22.8504,2.9852,0.000000000472,2,0.000000021455,4.5594,5.0117,0.107006,0.329344610619,0.009333857753,0.00009819406,-1.3446,3.9198,0.17158546909,0.012135285983
"Alevolar-Prolif.T","GNAI2-FPR1",-19.9555,4.5665,0.000410941026,2,0.006609562914,-5.5873,3.5716,0.004595,0.099964029021,0.009333857753,0.024286207027,-1.3446,-2.034,0.17158546909,0.28765832313
"Alevolar-Prolif.T","GSTP1-TRAF2",16.6001,3.7804,0.000131102175,2,0.002452192588,4.8472,3.4247,0.016353,0.184626177382,0.054310882385,0.008773156122,1.3346,1.1384,0.420238020795,0.165579909079
"Alevolar-Prolif.T","HLA-A-CD3D",65.1784,6.468,0,2,0,9.4504,6.8969,0.005417,0.109292320383,0.108869751649,0.000047412549,0.8721,6.1179,0.528345167683,0.007832467717
"Alevolar-Prolif.T","HLA-A-CD3G",51.7953,7.2129,0.000000013003,2,0.00000049654,11.1178,4.6588,0.000312,0.024454109409,0.108869751649,0.000373016618,0.8721,4.7635,0.528345167683,0.026853639987
"Alevolar-Prolif.T","HLA-B-CD3D",62.1037,6.8276,0,2,0,8.8656,7.005,0.003007,0.081844781915,0.278265415221,0.000047412549,-0.6319,6.1179,0.76338178701,0.007832467717
